이름,본인과의관계,재산구분,재산의 종류,소재지 면적 등 권리의 명세,현재가액,건물주소,건물면적,Latitude,Longitude
오영환,본인,건물,아파트,"경기도 의정부시 호원동 아이파크호원동 건물 119.99㎡ 중59.99㎡ (건물 총면적 119.99㎡ 증가, 지분면적 59.99㎡ 증가)",447500.0,경기도 의정부시 호원동 아이파크호원동,"건물 119.99㎡ 중59.99㎡ (건물 총면적 119.99㎡ 증가, 지분면적 59.99㎡ 증가)",,
오영환,배우자,건물,아파트,"경기도 의정부시 호원동 아이파크호원동 건물 119.99㎡ 중59.99㎡ (건물 총면적 119.99㎡ 증가, 지분면적 59.99㎡ 증가)",447500.0,경기도 의정부시 호원동 아이파크호원동,"건물 119.99㎡ 중59.99㎡ (건물 총면적 119.99㎡ 증가, 지분면적 59.99㎡ 증가)",,
유의동,배우자,건물,아파트,경기도 평택시 용이동 평택용이2차푸르지오아파트 건물130.00㎡,420000.0,경기도 평택시 용이동,평택용이2차푸르지오아파트 건물130.00㎡,37.0036183281677,127.14248240822
이용,본인,건물,아파트,"경기도 하남시 선동 미사강변 2차 푸르지오 건물101,818.00㎡ 중 50.90㎡",665000.0,경기도 하남시 선동,"미사강변 2차 푸르지오 건물101,818.00㎡ 중 50.90㎡",37.5862418523929,127.184933407624
이용,배우자,건물,아파트,"경기도 하남시 선동 미사강변 2차 푸르지오 건물101,818.00㎡ 중 50.90㎡",665000.0,경기도 하남시 선동,"미사강변 2차 푸르지오 건물101,818.00㎡ 중 50.90㎡",37.5862418523929,127.184933407624
권칠승,본인,건물,아파트,경기도 화성시 병점동 정든마을신창비바페밀리 2차 건물101.98㎡,373000.0,경기도 화성시 병점동,정든마을신창비바페밀리 2차 건물101.98㎡,37.2069172825447,127.037269392114
양향자,본인,건물,아파트,경기도 화성시 청계동 롯데캐슬알바트로스 건물 122.98㎡,890000.0,경기도 화성시 청계동,롯데캐슬알바트로스 건물 122.98㎡,37.195686479495,127.111863681106
김정호,본인,건물,아파트,경상남도 김해시 부곡동 월산마을부영4단지19차아파트건물 80.88㎡,105000.0,경상남도 김해시 부곡동,월산마을부영4단지19차아파트건물 80.88㎡,35.2138982047417,128.795797868369
김영배,부,건물,아파트,경상남도 양산시 덕계동 대승하이아트아파트 건물 83.45㎡,75200.0,경상남도 양산시 덕계동,대승하이아트아파트 건물 83.45㎡,35.3750114142141,129.149287564323
강민국,본인,건물,아파트,경상남도 진주시 상평동 진주센트럴자이 건물 84.53㎡,213000.0,경상남도 진주시 상평동,진주센트럴자이 건물 84.53㎡,35.17608569905,128.109103586641
이해식,부,건물,아파트,경상남도 창원시 성산구 사파동 대동아파트 건물 50.25㎡,211000.0,경상남도 창원시 성산구 사파동 대동,아파트 건물 50.25㎡,,
윤한홍,배우자,건물,아파트,경상남도 창원시 성산구 신월동 주공아파트 건물 59.12㎡,456000.0,경상남도 창원시 성산구 신월동,주공아파트 건물 59.12㎡,35.2282224133468,128.690270693515
구자근,본인,건물,아파트,경상북도 구미시 비산동 강변코오롱하늘채 건물 70.99㎡,205800.0,경상북도 구미시 비산동,강변코오롱하늘채 건물 70.99㎡,36.1237071822283,128.38083340459
임이자,본인,건물,아파트,경상북도 상주시 무양동 상주무양LH천년나무아파트 건물84.98㎡,265000.0,경상북도 상주시 무양동,상주무양LH천년나무아파트 건물84.98㎡,36.4213525073987,128.15287750432
조오섭,배우자,건물,아파트,광주광역시 북구 문흥동 금호타운 건물 84.84㎡,143000.0,광주광역시 북구 문흥동,금호타운 건물 84.84㎡,35.1868242042588,126.921629513828
이개호,배우자,건물,아파트,광주광역시 북구 운암동 나산건강아파트 건물 183.99㎡,226000.0,광주광역시 북구 운암동,나산건강아파트 건물 183.99㎡,35.1748541088139,126.874419244294
이형석,본인,건물,아파트,광주광역시 북구 일곡동 금호 건물 84.72㎡,196000.0,광주광역시 북구 일곡동,금호 건물 84.72㎡,35.2060372793789,126.897275132738
김승남,배우자,건물,아파트,광주광역시 북구 일곡동 대림1 건물 59.93㎡,180000.0,광주광역시 북구 일곡동,대림1 건물 59.93㎡,35.2060372793789,126.897275132738
강은미,본인,건물,아파트,광주광역시 서구 금호동 호반리젠시빌5차 건물 84.89㎡,233000.0,광주광역시 서구 금호동,호반리젠시빌5차 건물 84.89㎡,35.1351932464321,126.857200855898
임병헌,본인,건물,아파트,대구광역시 남구 봉덕동 보성대덕아파트 건물 132.56㎡,410000.0,대구광역시 남구 봉덕동,보성대덕아파트 건물 132.56㎡,35.8455729454257,128.597908299005
윤재옥,배우자,건물,아파트,대구광역시 달서구 도원동 사계절타운아파트 건물 84.96㎡,199000.0,대구광역시 달서구 도원동,사계절타운아파트 건물 84.96㎡,35.8074811635163,128.532179565126
김영식,배우자,건물,아파트,대구광역시 달서구 상인동 상인 화성파크드림 2단지 건물134.00㎡,511000.0,대구광역시 달서구 상인동,상인 화성파크드림 2단지 건물134.00㎡,35.8140108485551,128.545280592943
윤재옥,부,건물,아파트,대구광역시 달서구 월성동 월성영남맨션 건물 84.89㎡,218000.0,대구광역시 달서구 월성동,월성영남맨션 건물 84.89㎡,35.8195928330291,128.522529469033
김병주,모,건물,아파트,대구광역시 동구 신암동 에스디 아이프라임 건물 84.85㎡,240000.0,대구광역시 동구 신암동,에스디 아이프라임 건물 84.85㎡,35.8842737864276,128.616332122198
류성걸,배우자,건물,아파트,대구광역시 동구 신천동 화성파크드림이스트밸리 건물143.94㎡ 중 47.98㎡,143667.0,대구광역시 동구 신천동,화성파크드림이스트밸리 건물143.94㎡ 중 47.98㎡,35.8719700892442,128.626843791513
류성걸,본인,건물,아파트,대구광역시 동구 신천동 화성파크드림이스트밸리 건물143.94㎡ 중 95.96㎡,287333.0,대구광역시 동구 신천동,화성파크드림이스트밸리 건물143.94㎡ 중 95.96㎡,35.8719700892442,128.626843791513
홍석준,배우자,건물,아파트,대구광역시 동구 지묘동 왕산우방타운 건물 84.93㎡,158000.0,대구광역시 동구 지묘동,왕산우방타운 건물 84.93㎡,35.9499824176018,128.642494683069
조명희,본인,건물,아파트,대구광역시 동구 지묘동 태왕그린힐즈 건물 167.00㎡,234000.0,대구광역시 동구 지묘동,태왕그린힐즈 건물 167.00㎡,35.9499824176018,128.642494683069
김상훈,본인,건물,아파트,대구광역시 수성구 범물동 한라아파트 건물 132.02㎡,387000.0,대구광역시 수성구 범물동,한라아파트 건물 132.02㎡,35.8178791093646,128.645964449875
최연숙,본인,건물,아파트,대구광역시 수성구 범어동 우방크로바아파트 건물 67.95㎡,460000.0,대구광역시 수성구 범어동,우방크로바아파트 건물 67.95㎡,35.8555358516494,128.622124414966
이인선,배우자,건물,아파트,대구광역시 수성구 수성동3가 수성 코오롱 하늘채 건물149.81㎡,1231000.0,대구광역시 수성구 수성동,3가 수성 코오롱 하늘채 건물149.81㎡,35.8552512717561,128.610323117646
한무경,본인,건물,아파트,대구광역시 수성구 황금동 태왕아너스아파트 건물244.72㎡,2164000.0,대구광역시 수성구 황금동,태왕아너스아파트 건물244.72㎡,35.84398924816,128.638149961102
박범계,본인,건물,아파트,대전광역시 서구 둔산동 파랑새아파트 건물 84.95㎡,350000.0,대전광역시 서구 둔산동,파랑새아파트 건물 84.95㎡,36.3525471565863,127.385816196595
이명수,본인,건물,아파트,대전광역시 서구 월평동 한아름 아파트 건물 123.87㎡,451000.0,대전광역시 서구 월평동,한아름 아파트 건물 123.87㎡,36.3546931857663,127.357608933166
조승래,배우자,건물,아파트,대전광역시 유성구 봉명동 호반베르디움아파트 건물84.93㎡,578000.0,대전광역시 유성구 봉명동,호반베르디움아파트 건물84.93㎡,36.3549114724545,127.345907414374
이상민,본인,건물,아파트,대전광역시 유성구 전민동 엑스포아파트 건물 116.37㎡,392000.0,대전광역시 유성구 전민동,엑스포아파트 건물 116.37㎡,36.4000125495647,127.400381822617
이상민,본인,건물,아파트,대전광역시 유성구 전민동 엑스포아파트 건물 188.43㎡,477000.0,대전광역시 유성구 전민동,엑스포아파트 건물 188.43㎡,36.4000125495647,127.400381822617
백종헌,본인,건물,아파트,부산광역시 금정구 부곡동 에스케이아파트 건물 163.85㎡,489000.0,부산광역시 금정구 부곡동,에스케이아파트 건물 163.85㎡,35.2376380106209,129.096413857004
정동만,배우자,건물,아파트,부산광역시 기장군 기장읍 동부리 부산기장포스코더샾건물 84.90㎡,202000.0,부산광역시 기장군 기장읍 동,부리 부산기장포스코더샾건물 84.90㎡,,
고연림,배우자,건물,아파트,부산광역시 남구 대연동 부산대연동푸르지오 건물 29.24㎡,160000.0,부산광역시 남구 대연동 부산대연동,푸르지오 건물 29.24㎡,35.1378939446187,129.09146973801
노우진,모,건물,아파트,부산광역시 남구 문현동 국제금융시티문현베스티움 건물59.99㎡,350000.0,부산광역시 남구 문현동,국제금융시티문현베스티움 건물59.99㎡,35.1433269924834,129.072124227665
김희곤,본인,건물,아파트,부산광역시 동래구 온천동 럭키아파트 건물 132.50㎡,1024000.0,부산광역시 동래구 온천동,럭키아파트 건물 132.50㎡,35.2118823526351,129.066706270938
이헌승,본인,건물,아파트,부산광역시 부산진구 개금동 개금역스마트더블유 건물49.92㎡ 중 9.99㎡,26400.0,부산광역시 부산진구 개금동,개금역스마트더블유 건물49.92㎡ 중 9.99㎡,35.1606615344224,129.017916186161
이헌승,본인,건물,아파트,부산광역시 부산진구 개금동 우성아파트 건물 127.22㎡ 중25.44㎡,53600.0,부산광역시 부산진구 개금동,우성아파트 건물 127.22㎡ 중25.44㎡,35.1606615344224,129.017916186161
전재수,부,건물,아파트,부산광역시 북구 만덕동 금정산엘에이치뉴웰시티 건물74.85㎡,300000.0,부산광역시 북구 만덕동,금정산엘에이치뉴웰시티 건물74.85㎡,35.2145376863012,129.038728928443
전재수,부,건물,아파트,부산광역시 북구 만덕동 금정산엘에이치뉴웰시티 건물84.95㎡,332000.0,부산광역시 북구 만덕동,금정산엘에이치뉴웰시티 건물84.95㎡,35.2145376863012,129.038728928443
김도읍,본인,건물,아파트,부산광역시 북구 화명동 대림쌍용강변타운 건물 84.92㎡,347000.0,부산광역시 북구 화명동,대림쌍용강변타운 건물 84.92㎡,35.2357636793339,129.013861621487
장제원,배우자,건물,아파트,부산광역시 사상구 주례동 엘지신주례아파트 건물134.94㎡,293000.0,부산광역시 사상구 주례동,엘지신주례아파트 건물134.94㎡,35.1521705842909,129.006097664426
최인호,본인,건물,아파트,부산광역시 사하구 하단동 가락타운2단지아파트 건물138.56㎡,319000.0,부산광역시 사하구 하단동,가락타운2단지아파트 건물138.56㎡,35.1148094646082,128.952594462617
전봉민,본인,건물,아파트,부산광역시 수영구 망미동 더삽파크리치 건물 179.49㎡,735000.0,부산광역시 수영구 망미동,더삽파크리치 건물 179.49㎡,35.1742365026598,129.101004990512
이주환,본인,건물,아파트,부산광역시 연제구 거제동 월드마크아시아드 건물160.63㎡,995000.0,부산광역시 연제구 거제동,월드마크아시아드 건물160.63㎡,35.1892144284113,129.071677580761
황보승희,본인,건물,아파트,부산광역시 영도구 영선동4가 영선동반도보라아파트 건물134.82㎡ (건물 10.00㎡ 감소),320000.0,부산광역시 영도구 영선동4가 영선동,반도보라아파트 건물134.82㎡ (건물 10.00㎡ 감소),35.0850072102619,129.039941410292
김미애,본인,건물,아파트,부산광역시 해운대구 반여동 아시아선수촌아파트 건물118.73㎡,740000.0,부산광역시 해운대구 반여동,아시아선수촌아파트 건물118.73㎡,35.2061309543907,129.130232464088
안철수,모,건물,아파트,부산광역시 해운대구 우동 해운대자이 1단지 건물120.36㎡,1205000.0,부산광역시 해운대구 우동,해운대자이 1단지 건물120.36㎡,35.1727271517264,129.148399576019
서병수,본인,건물,아파트,부산광역시 해운대구 중동 해운대 힐스테이트위브 건물153.57㎡ 중 76.78㎡,546000.0,부산광역시 해운대구 중동,해운대 힐스테이트위브 건물153.57㎡ 중 76.78㎡,35.1589578525344,129.1782523858
서병수,배우자,건물,아파트,부산광역시 해운대구 중동 해운대 힐스테이트위브 건물153.57㎡ 중 76.78㎡,546000.0,부산광역시 해운대구 중동,해운대 힐스테이트위브 건물153.57㎡ 중 76.78㎡,35.1589578525344,129.1782523858
서병수,본인,건물,아파트,부산광역시 해운대구 중동 해운대중동두산위브 건물111.00㎡ 중 22.20㎡,103999.0,부산광역시 해운대구 중동 해운대중동,두산위브 건물111.00㎡ 중 22.20㎡,35.1589578525344,129.1782523858
서범수,본인,건물,아파트,부산광역시 해운대구광역시 좌동 대림1차아파트 건물164.84㎡,559000.0,부산광역시 해운대구광역시 좌동,대림1차아파트 건물164.84㎡,,
윤영석,본인,건물,아파트,서울특별시 강남구 개포동 래미안블레스티지 건물 99.96㎡중 49.98㎡,1298000.0,서울특별시 강남구 개포동,래미안블레스티지 건물 99.96㎡중 49.98㎡,37.4819251305595,127.057440206035
윤영석,배우자,건물,아파트,서울특별시 강남구 개포동 래미안블레스티지 건물 99.96㎡중 49.98㎡,1298000.0,서울특별시 강남구 개포동,래미안블레스티지 건물 99.96㎡중 49.98㎡,37.4819251305595,127.057440206035
정운천,본인,건물,아파트,서울특별시 강남구 개포동 엘지개포자이아파트 건물134.30㎡ 중 67.15㎡,965000.0,서울특별시 강남구 개포동,엘지개포자이아파트 건물134.30㎡ 중 67.15㎡,37.4819251305595,127.057440206035
정운천,배우자,건물,아파트,서울특별시 강남구 개포동 엘지개포자이아파트 건물134.30㎡ 중 67.15㎡,965000.0,서울특별시 강남구 개포동,엘지개포자이아파트 건물134.30㎡ 중 67.15㎡,37.4819251305595,127.057440206035
윤상현,본인,건물,아파트,서울특별시 강남구 개포동 우성3차아파트 건물 133.46㎡,2231000.0,서울특별시 강남구 개포동,우성3차아파트 건물 133.46㎡,37.4819251305595,127.057440206035
이종배,본인,건물,아파트,서울특별시 강남구 개포동 주공아파트 건물 73.26㎡,1881000.0,서울특별시 강남구 개포동,주공아파트 건물 73.26㎡,37.4819251305595,127.057440206035
권성동,배우자,건물,아파트,서울특별시 강남구 개포동 현대아파트 건물 131.83㎡ 중65.91㎡,1031000.0,서울특별시 강남구 개포동,현대아파트 건물 131.83㎡ 중65.91㎡,37.4819251305595,127.057440206035
권성동,본인,건물,아파트,서울특별시 강남구 개포동 현대아파트 건물 131.83㎡ 중65.92㎡,1031000.0,서울특별시 강남구 개포동,현대아파트 건물 131.83㎡ 중65.92㎡,37.4819251305595,127.057440206035
이용우,본인,건물,아파트,서울특별시 강남구 논현동 동양파라곤 건물 106.33㎡,2356000.0,서울특별시 강남구 논현동 동,양파라곤 건물 106.33㎡,,
박장호,본인,건물,아파트,서울특별시 강남구 대치동 대치효성 건물 84.91㎡,1136000.0,서울특별시 강남구 대치동,대치효성 건물 84.91㎡,37.4932421505467,127.056693501258
성일종,배우자,건물,아파트,서울특별시 강남구 대치동 래미안 대치 팰리스(1단지)건물 84.97㎡ 중 18.71㎡,583000.0,서울특별시 강남구 대치동,래미안 대치 팰리스(1단지)건물 84.97㎡ 중 18.71㎡,37.4932421505467,127.056693501258
성일종,본인,건물,아파트,서울특별시 강남구 대치동 래미안 대치 팰리스(1단지)건물 84.97㎡ 중 66.27㎡,2067000.0,서울특별시 강남구 대치동,래미안 대치 팰리스(1단지)건물 84.97㎡ 중 66.27㎡,37.4932421505467,127.056693501258
지동하,본인,건물,아파트,서울특별시 강남구 대치동 래미안대치팰리스 건물 84.98㎡중 42.49㎡,1270000.0,서울특별시 강남구 대치동,래미안대치팰리스 건물 84.98㎡중 42.49㎡,37.4932421505467,127.056693501258
지동하,배우자,건물,아파트,서울특별시 강남구 대치동 래미안대치팰리스 건물 84.98㎡중 42.49㎡,1270000.0,서울특별시 강남구 대치동,래미안대치팰리스 건물 84.98㎡중 42.49㎡,37.4932421505467,127.056693501258
송언석,본인,건물,아파트,서울특별시 강남구 대치동 미도아파트 건물 64.00㎡,1360500.0,서울특별시 강남구 대치동,미도아파트 건물 64.00㎡,37.4932421505467,127.056693501258
송언석,배우자,건물,아파트,서울특별시 강남구 대치동 미도아파트 건물 64.00㎡,1360500.0,서울특별시 강남구 대치동,미도아파트 건물 64.00㎡,37.4932421505467,127.056693501258
양정숙,본인,건물,아파트,서울특별시 강남구 대치동 선경아파트 건물 163.92㎡,3561000.0,서울특별시 강남구 대치동,선경아파트 건물 163.92㎡,37.4932421505467,127.056693501258
임종성,배우자,건물,아파트,서울특별시 강남구 대치동 은마아파트 건물 84.43㎡,1941000.0,서울특별시 강남구 대치동,은마아파트 건물 84.43㎡,37.4932421505467,127.056693501258
조응천,본인,건물,아파트,서울특별시 강남구 대치동 은마아파트 건물 84.43㎡ 중42.22㎡,1021000.0,서울특별시 강남구 대치동,은마아파트 건물 84.43㎡ 중42.22㎡,37.4932421505467,127.056693501258
조응천,배우자,건물,아파트,서울특별시 강남구 대치동 은마아파트 건물 84.43㎡ 중42.22㎡,1021000.0,서울특별시 강남구 대치동,은마아파트 건물 84.43㎡ 중42.22㎡,37.4932421505467,127.056693501258
강선우,배우자,건물,아파트,"서울특별시 강남구 대치동 은마아파트 건물 94.76㎡ 중33.17㎡ (건물 총면적 94.76㎡ 증가, 지분면적 33.17㎡ 증가)",634900.0,서울특별시 강남구 대치동,"은마아파트 건물 94.76㎡ 중33.17㎡ (건물 총면적 94.76㎡ 증가, 지분면적 33.17㎡ 증가)",37.4932421505467,127.056693501258
김한규,본인,건물,아파트,서울특별시 강남구 대치동 한보미도맨션2 건물 126.33㎡,2636000.0,서울특별시 강남구 대치동,한보미도맨션2 건물 126.33㎡,37.4932421505467,127.056693501258
김진표,본인,건물,아파트,서울특별시 강남구 도곡동 개포4차 우성 아파트 건물153.70㎡,2422000.0,서울특별시 강남구 도곡동,개포4차 우성 아파트 건물153.70㎡,37.4909537197218,127.038482017226
박광온,본인,건물,아파트,서울특별시 강남구 도곡동 도곡한신아파트 건물 84.74㎡,1567000.0,서울특별시 강남구 도곡동,도곡한신아파트 건물 84.74㎡,37.4909537197218,127.038482017226
정경희,배우자,건물,아파트,서울특별시 강남구 도곡동 삼호아파트 건물 127.22㎡(건물 9.65㎡ 증가),1867000.0,서울특별시 강남구 도곡동,삼호아파트 건물 127.22㎡(건물 9.65㎡ 증가),37.4909537197218,127.038482017226
송주아,본인,건물,아파트,서울특별시 강남구 삼성동 삼성동중앙하이츠빌리지 건물59.98㎡,1242000.0,서울특별시 강남구 삼성동 삼성동,중앙하이츠빌리지 건물59.98㎡,37.514322572329,127.062831022499
박덕흠,본인,건물,아파트,서울특별시 강남구 삼성동 아이파크 삼성동 웨스트윙 건물203.12㎡ 중 101.56㎡,2916500.0,서울특별시 강남구 삼성동 아이파크 삼성동,웨스트윙 건물203.12㎡ 중 101.56㎡,,
박덕흠,배우자,건물,아파트,서울특별시 강남구 삼성동 아이파크 삼성동 웨스트윙 건물203.12㎡ 중 101.56㎡,2916500.0,서울특별시 강남구 삼성동 아이파크 삼성동,웨스트윙 건물203.12㎡ 중 101.56㎡,,
정진석,본인,건물,아파트,서울특별시 강남구 압구정동 신현대아파트 건물 183.41㎡중 91.70㎡,2326500.0,서울특별시 강남구 압구정동,신현대아파트 건물 183.41㎡중 91.70㎡,37.5306686414269,127.030809170421
정진석,배우자,건물,아파트,서울특별시 강남구 압구정동 신현대아파트 건물 183.41㎡중 91.70㎡,2326500.0,서울특별시 강남구 압구정동,신현대아파트 건물 183.41㎡중 91.70㎡,37.5306686414269,127.030809170421
송병철,배우자,건물,아파트,서울특별시 강남구 압구정동 한양아파트 건물 106.22㎡(건물 106.22㎡ 증가),2578000.0,서울특별시 강남구 압구정동,한양아파트 건물 106.22㎡(건물 106.22㎡ 증가),37.5306686414269,127.030809170421
민홍철,본인,건물,아파트,서울특별시 강남구 역삼동 역삼래미안아파트 건물 59.73㎡중 29.86㎡,749000.0,서울특별시 강남구 역삼동,역삼래미안아파트 건물 59.73㎡중 29.86㎡,37.4953666908089,127.03306536185
민홍철,배우자,건물,아파트,서울특별시 강남구 역삼동 역삼래미안아파트 건물 59.73㎡중 29.86㎡,749000.0,서울특별시 강남구 역삼동,역삼래미안아파트 건물 59.73㎡중 29.86㎡,37.4953666908089,127.03306536185
최기상,본인,건물,아파트,서울특별시 강남구 일원동 목련타운아파트 건물 99.80㎡중 49.90㎡,809500.0,서울특별시 강남구 일원동,목련타운아파트 건물 99.80㎡중 49.90㎡,37.4795654903151,127.080430036811
최기상,배우자,건물,아파트,서울특별시 강남구 일원동 목련타운아파트 건물 99.80㎡중 49.90㎡,809500.0,서울특별시 강남구 일원동,목련타운아파트 건물 99.80㎡중 49.90㎡,37.4795654903151,127.080430036811
이철규,본인,건물,아파트,서울특별시 강동구 둔촌동 둔촌주공아파트 건물 104.96㎡,893000.0,서울특별시 강동구 둔촌동,둔촌주공아파트 건물 104.96㎡,37.527188288761,127.142354524933
서일준,본인,건물,아파트,서울특별시 강동구 명일동 삼익맨션 건물 82.45㎡,908000.0,서울특별시 강동구 명일동,삼익맨션 건물 82.45㎡,37.5494403330957,127.150304746486
이해식,본인,건물,아파트,서울특별시 강동구 상일동 고덕아르테온 건물 59.00㎡,927000.0,서울특별시 강동구 상일동,고덕아르테온 건물 59.00㎡,37.5505837474646,127.168300419218
황운하,본인,건물,아파트,서울특별시 강동구 암사동 프라이어팰리스 건물 84.99㎡,999000.0,서울특별시 강동구 암사동,프라이어팰리스 건물 84.99㎡,37.5591140475276,127.13168588897
박용진,본인,건물,아파트,서울특별시 강북구 미아동 SK북한산시티아파트 건물114.85㎡,615000.0,서울특별시 강북구 미아동,SK북한산시티아파트 건물114.85㎡,37.6270831294022,127.027060776679
천준호,배우자,건물,아파트,서울특별시 강북구 수유동 수유벽산아파트 건물 122.58㎡,504000.0,서울특별시 강북구 수유동,수유벽산아파트 건물 122.58㎡,37.6424621841483,127.022094520762
엄태영,배우자,건물,아파트,서울특별시 강서구 가양동 도시개발9 건물 49.50㎡,549000.0,서울특별시 강서구 가양동,도시개발9 건물 49.50㎡,37.5693673262879,126.84732341674
정을호,본인,건물,아파트,서울특별시 강서구 마곡동 마곡13단지힐스테이트마스터건물 84.98㎡,1049000.0,서울특별시 강서구 마곡동,마곡13단지힐스테이트마스터건물 84.98㎡,37.5747859514344,126.830205192607
조경태,배우자,건물,아파트,서울특별시 강서구 염창동 강변코아루아파트 건물 84.77㎡,761000.0,서울특별시 강서구 염창동,강변코아루아파트 건물 84.77㎡,37.5537362431352,126.870985348962
김주영,본인,건물,아파트,서울특별시 강서구 염창동 롯데캐슬아파트 건물 134.57㎡중 67.29㎡,512500.0,서울특별시 강서구 염창동,롯데캐슬아파트 건물 134.57㎡중 67.29㎡,37.5537362431352,126.870985348962
김주영,배우자,건물,아파트,서울특별시 강서구 염창동 롯데캐슬아파트 건물 134.57㎡중 67.29㎡,512500.0,서울특별시 강서구 염창동,롯데캐슬아파트 건물 134.57㎡중 67.29㎡,37.5537362431352,126.870985348962
김희곤,배우자,건물,아파트,서울특별시 강서구 화곡동 우장산롯데캐슬 건물 85.00㎡,792000.0,서울특별시 강서구 화곡동,우장산롯데캐슬 건물 85.00㎡,37.5362848031695,126.848952280488
유기홍,배우자,건물,아파트,서울특별시 관악구 봉천동 관악드림타운 건물 114.75㎡,762000.0,서울특별시 관악구 봉천동,관악드림타운 건물 114.75㎡,37.482538491727,126.952165181187
정태호,본인,건물,아파트,서울특별시 관악구 신림동 신림현대아파트 건물 132.00㎡,596000.0,서울특별시 관악구 신림동,신림현대아파트 건물 132.00㎡,37.4874127684412,126.927123713685
이만희,본인,건물,아파트,서울특별시 광진구 광장동 극동아파트 건물 126.94㎡,1440000.0,서울특별시 광진구 광장동 극동,아파트 건물 126.94㎡,,
임호선,본인,건물,아파트,서울특별시 광진구 구의동 현대하이엘아파트 건물154.15㎡,686000.0,서울특별시 광진구 구의동,현대하이엘아파트 건물154.15㎡,37.5502741239803,127.093135225891
전혜숙,본인,건물,아파트,서울특별시 광진구 군자동 광진두산위브파크 건물131.35㎡,884000.0,서울특별시 광진구 군자동,광진두산위브파크 건물131.35㎡,37.5554765598174,127.075350846159
최형두,본인,건물,아파트,서울특별시 광진구 자양동 우성1 건물 59.91㎡,734000.0,서울특별시 광진구 자양동,우성1 건물 59.91㎡,37.5311077958689,127.073018338792
홍문표,배우자,건물,아파트,서울특별시 광진구 자양동 현대아파트 건물 84.90㎡,828000.0,서울특별시 광진구 자양동,현대아파트 건물 84.90㎡,37.5311077958689,127.073018338792
장동혁,본인,건물,아파트,서울특별시 구로구 구로동 현대아파트 건물 116.00㎡ 중58.00㎡,271730.0,서울특별시 구로구 구로동,현대아파트 건물 116.00㎡ 중58.00㎡,37.4957707378732,126.882642231121
장동혁,배우자,건물,아파트,서울특별시 구로구 구로동 현대아파트 건물 116.00㎡ 중58.00㎡,271730.0,서울특별시 구로구 구로동,현대아파트 건물 116.00㎡ 중58.00㎡,37.4957707378732,126.882642231121
이인영,배우자,건물,아파트,서울특별시 구로구 오류동 동부골든아파트 건물 71.06㎡,387000.0,서울특별시 구로구 오류동 동,부골든아파트 건물 71.06㎡,,
김병주,본인,건물,아파트,서울특별시 노원구 공릉동 건물 114.88㎡,487000.0,서울특별시 노원구 공릉동,건물 114.88㎡,37.6248431089169,127.073821318894
고용진,본인,건물,아파트,서울특별시 노원구 공릉동 효성화운트빌 건물 99.92㎡,679000.0,서울특별시 노원구 공릉동,효성화운트빌 건물 99.92㎡,37.6248431089169,127.073821318894
강민정,본인,건물,아파트,서울특별시 노원구 상계동 대동황토방 건물 114.72㎡,547000.0,서울특별시 노원구 상계동 대동,황토방 건물 114.72㎡,,
오기형,모,건물,아파트,서울특별시 도봉구 도봉동 도봉한신아파트 건물 84.94㎡,444000.0,서울특별시 도봉구 도봉동,도봉한신아파트 건물 84.94㎡,37.6873960128039,127.021495626589
오기형,배우자,건물,아파트,서울특별시 도봉구 방학동 방학동삼성래미안 건물 84.94㎡,613000.0,서울특별시 도봉구 방학동 방학동,삼성래미안 건물 84.94㎡,37.665897548954,127.026875382235
이종성,본인,건물,아파트,서울특별시 도봉구 방학동 신동아1단지아파트 건물70.62㎡,417000.0,서울특별시 도봉구 방학동 신동,아1단지아파트 건물70.62㎡,,
홍성국,본인,건물,아파트,서울특별시 도봉구 방학동 신동아2 건물 0.00㎡ (건물0.00㎡ 감소),0.0,서울특별시 도봉구 방학동 신동,아2 건물 0.00㎡ (건물0.00㎡ 감소),,
홍성국,본인,건물,아파트,서울특별시 도봉구 방학동 신동아아파트 건물 147.48㎡,625000.0,서울특별시 도봉구 방학동 신동,아아파트 건물 147.48㎡,,
이은주,본인,건물,아파트,서울특별시 도봉구 방학동 신동아아파트 건물 84.82㎡,403000.0,서울특별시 도봉구 방학동 신동,아아파트 건물 84.82㎡,,
홍성국,모,건물,아파트,서울특별시 도봉구 쌍문동 금호타운2차아파트 건물84.46㎡,451000.0,서울특별시 도봉구 쌍문동,금호타운2차아파트 건물84.46㎡,37.6513191127048,127.029190894368
천준호,모,건물,아파트,서울특별시 동대문구 이문동 래미안이문2차아파트 건물84.61㎡ 중 42.31㎡ (건물 지분면적42.30㎡ 감소),340040.0,서울특별시 동대문구 이문동,래미안이문2차아파트 건물84.61㎡ 중 42.31㎡ (건물 지분면적42.30㎡ 감소),37.6004055110663,127.066373060068
안규백,배우자,건물,아파트,서울특별시 동대문구 이문동 이문e편한세상아파트 건물132.47㎡,856000.0,서울특별시 동대문구 이문동,이문e편한세상아파트 건물132.47㎡,37.6004055110663,127.066373060068
조정훈,배우자,건물,아파트,"서울특별시 동작구 사당동 이수역리가아파트 건물 0.00㎡(건물 424,802.00㎡ 감소)",0.0,서울특별시 동작구 사당동,"이수역리가아파트 건물 0.00㎡(건물 424,802.00㎡ 감소)",37.483932674151,126.9731356614
